OBSERVATIONS

Stations
  Stnr Name          Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99790 ISFJORD RADIO Sep 1934                            7  78.0625   13.6192 NORWAY                                                       


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD     FF                                               
 99790 2016    3   20        18 1010.1   0.00 -999.5 -10.4 -999.5     58    7.5                                              
 99790 2016    3   21         0 1009.0 -999.5 -999.5 -10.3 -999.5     50    9.0                                               
 99790 2016    3   21         6 1007.9   0.30   0.30 -10.2 -999.5     50    8.5                                           
 99790 2016    3   21        12 1007.1 -999.5 -999.5  -9.8 -999.5     47    8.1                                               
 99790 2016    3   21        18 1005.6   0.50 -999.5 -10.4 -999.5     50    8.5                                              
 99790 2016    3   22         0 1004.8 -999.5 -999.5 -11.3 -999.5     50    8.2                                               
 99790 2016    3   22         6 1004.4   0.20   0.70 -11.7 -999.5     58    7.2                                           
 99790 2016    3   22        12 1004.8 -999.5 -999.5 -11.4 -999.5     54    7.0                                                
 99790 2016    3   22        18 1005.2   0.70 -999.5 -11.2 -999.5     47   11.8                                               
 99790 2016    3   23         0 1006.4 -999.5 -999.5 -11.2 -999.5     42   12.0                                                
 99790 2016    3   23         6 1007.7   0.70   1.40 -12.4 -999.5     69    7.6                                           
 99790 2016    3   23        12 1009.5 -999.5 -999.5 -10.3 -999.5     74    5.3                                                
 99790 2016    3   23        18 1009.9   0.40 -999.5 -11.3 -999.5     91    4.2                                              
 99790 2016    3   24         0 1008.4 -999.5 -999.5 -12.6 -999.5    174    5.5                                                
 99790 2016    3   24         6 1006.7   0.60   1.00  -9.9 -999.5     59    5.0                                          
 99790 2016    3   24        12 1006.5 -999.5 -999.5  -9.7 -999.5     63    6.5                                               
 99790 2016    3   24        18 1006.0   1.20 -999.5 -11.6 -999.5     68    5.3                                              
 99790 2016    3   25         0 1005.3 -999.5 -999.5 -10.6 -999.5     66    6.8                                               
 99790 2016    3   25         6 1004.6   0.70   1.90 -10.5 -999.5     60    6.1                                           
 99790 2016    3   25        12 1004.2 -999.5 -999.5  -9.7 -999.5     66    4.1                                               
 99790 2016    3   25        18 1003.6   0.90 -999.5 -11.3 -999.5     71    4.6                                              
 99790 2016    3   26         0 1003.8 -999.5 -999.5  -9.8 -999.5     62    5.7                                              
 99790 2016    3   26         6 1003.1   0.00   0.90  -8.5 -999.5     67    6.5                                          
 99790 2016    3   26        12 1002.0 -999.5 -999.5  -7.7 -999.5     66    7.1                                               
 99790 2016    3   26        18  999.3   0.60 -999.5  -7.1 -999.5     43   11.4                                             
 99790 2016    3   27         0  996.0 -999.5 -999.5  -6.8 -999.5     43   13.3                                              
 99790 2016    3   27         6  990.9   1.40   2.00  -4.5 -999.5     48   16.5                                          
 99790 2016    3   27        12  985.7 -999.5 -999.5  -3.1 -999.5     51   18.3                                               
 99790 2016    3   27        18  982.0   0.90 -999.5  -2.6 -999.5     29   14.4                                             
 99790 2016    3   28         0  977.4 -999.5 -999.5  -1.4 -999.5     52    8.9                                             
 99790 2016    3   28         6  972.6   2.00   2.90  -0.8 -999.5     88    7.2                                         
 99790 2016    3   28        12  971.3 -999.5 -999.5  -0.1 -999.5     92    5.8                                              
 99790 2016    3   28        18  974.6   1.70 -999.5  -2.6 -999.5    222    6.9                                             
 99790 2016    3   29         0  980.1 -999.5 -999.5  -4.7 -999.5    200    7.8                                              
 99790 2016    3   29         6  983.8   0.30   2.00  -5.6 -999.5    160    5.6                                          
 99790 2016    3   29        12  986.2 -999.5 -999.5  -4.3 -999.5     96    6.9                                              
 99790 2016    3   29        18  987.4   1.10 -999.5  -2.8 -999.5     89    7.6                                            
 99790 2016    3   30         0  988.8 -999.5 -999.5  -2.9 -999.5     48    9.9                                             
 99790 2016    3   30         6  990.0   0.20   1.30  -2.4 -999.5     48   10.2                                          
 99790 2016    3   30        12  990.9 -999.5 -999.5  -2.0 -999.5     41   11.4                                               
 99790 2016    3   30        18  990.4   0.00 -999.5  -2.3 -999.5     34   13.3                                             
 99790 2016    3   31         0  991.7 -999.5 -999.5  -3.3 -999.5     38   13.4                                              
 99790 2016    3   31         6  993.5   0.50   0.50  -2.9 -999.5     50   11.5                                          
 99790 2016    3   31        12  996.4 -999.5 -999.5  -2.3 -999.5     33   12.8                                               
 99790 2016    3   31        18  999.4   0.00 -999.5  -3.6 -999.5     38   11.2                                             
 99790 2016    4    1         0 1003.0 -999.5 -999.5  -5.1 -999.5     35   10.5                                              
 99790 2016    4    1         6 1006.0   0.00   0.00  -6.6 -999.5     69    5.5                                         
 99790 2016    4    1        12 1009.1 -999.5 -999.5  -6.5 -999.5     80    5.1                                              
 99790 2016    4    1        18 1011.0   0.00 -999.5  -7.7 -999.5     92    3.6                                            
 99790 2016    4    2         0 1013.2 -999.5 -999.5  -6.4 -999.5     52    3.8                                             
 99790 2016    4    2         6 1013.8   1.70   1.70  -5.3 -999.5     51    3.8                                         
 99790 2016    4    2        12 1015.2 -999.5 -999.5  -3.3 -999.5    160    4.3                                               
 99790 2016    4    2        18 1015.7   0.20 -999.5  -3.4 -999.5    165    7.4                                             
 99790 2016    4    3         0 1016.5 -999.5 -999.5  -2.1 -999.5    181    7.2                                              
 99790 2016    4    3         6 1016.9   0.90   1.10  -1.3 -999.5    250    6.7                                          
 99790 2016    4    3        12 1017.5 -999.5 -999.5  -1.6 -999.5    203    7.2                                               
 99790 2016    4    3        18 1017.0   0.80 -999.5  -1.3 -999.5    225    4.5                                             
 99790 2016    4    4         0 1017.4 -999.5 -999.5  -3.0 -999.5    159    6.5                                              
 99790 2016    4    4         6 1016.8   0.30   1.10  -1.1 -999.5    248   10.4                                           
 99790 2016    4    4        12 1018.1 -999.5 -999.5  -2.8 -999.5    217    4.7                                               
 99790 2016    4    4        18 1017.8   0.00 -999.5  -4.2 -999.5    148    3.7                                             
 99790 2016    4    5         0 1017.6 -999.5 -999.5  -4.8 -999.5    162    3.0                                              
 99790 2016    4    5         6 1016.8   0.00   0.00  -4.4 -999.5     98    1.9                                         
 99790 2016    4    5        12 1016.7 -999.5 -999.5  -4.5 -999.5     73    2.6                                              
 99790 2016    4    5        18 1015.3   0.00 -999.5  -4.1 -999.5     80    3.5                                            
 99790 2016    4    6         0 1014.0 -999.5 -999.5  -4.0 -999.5     77    4.1                                             
 99790 2016    4    6         6 1013.1   0.00   0.00  -4.1 -999.5     80    0.4                                         
 99790 2016    4    6        12 1013.0 -999.5 -999.5  -3.4 -999.5     51    7.7                                              
 99790 2016    4    6        18 1012.8   0.00 -999.5  -3.2 -999.5     45    9.6                                            
 99790 2016    4    7         0 1013.9 -999.5 -999.5  -2.9 -999.5     40    5.5                                             
 99790 2016    4    7         6 1015.1   0.00   0.00  -2.4 -999.5      1    0.6                                        
 99790 2016    4    7        12 1016.6 -999.5 -999.5  -2.6 -999.5    315    6.1                                               
 99790 2016    4    7        18 1016.5   0.40 -999.5  -3.3 -999.5    341    1.3                                             
 99790 2016    4    8         0 1016.0 -999.5 -999.5  -2.3 -999.5     67    4.2                                             
 99790 2016    4    8         6 1015.6   0.00   0.40  -2.4 -999.5     78    3.2                                         
 99790 2016    4    8        12 1015.4 -999.5 -999.5   0.0 -999.5     99    0.2                                             
 99790 2016    4    8        18 1015.0   0.00 -999.5  -2.3 -999.5    314    3.9                                             
 99790 2016    4    9         0 1014.2 -999.5 -999.5  -4.3 -999.5    174    5.8                                              
 99790 2016    4    9         6 1011.6   0.00   0.00  -3.2 -999.5    162    8.6                                          
 99790 2016    4    9        12 1010.1 -999.5 -999.5  -2.8 -999.5    168    8.4                                               
 99790 2016    4    9        18 1011.3   0.70 -999.5  -3.0 -999.5     43    9.5                                            
 99790 2016    4   10         0 1013.0 -999.5 -999.5  -4.3 -999.5     44    9.8                                              
 99790 2016    4   10         6 1014.9   0.80   1.50  -6.0 -999.5     50    8.3                                          
 99790 2016    4   10        12 1016.3 -999.5 -999.5  -7.2 -999.5     49    6.4                                               
 99790 2016    4   10        18 1016.8   0.20 -999.5  -7.7 -999.5    335    5.7                                              
 99790 2016    4   11         0 1017.9 -999.5 -999.5 -11.3 -999.5    328    7.7                                                
 99790 2016    4   11         6 1018.2   0.00   0.20 -11.9 -999.5     43    8.2                                           
 99790 2016    4   11        12 1019.0 -999.5 -999.5 -12.0 -999.5     79    3.6                                                
 99790 2016    4   11        18 1018.8   0.10 -999.5 -12.1 -999.5     39    8.9                                              
 99790 2016    4   12         0 1020.0 -999.5 -999.5 -11.9 -999.5     38    9.8                                               
 99790 2016    4   12         6 1021.1   0.20   0.30 -10.1 -999.5     51    4.1                                           
 99790 2016    4   12        12 1020.9 -999.5 -999.5  -8.4 -999.5     58    4.4                                               
 99790 2016    4   12        18 1019.8   0.00 -999.5  -8.2 -999.5     40    6.7                                             
 99790 2016    4   13         0 1018.2 -999.5 -999.5  -9.6 -999.5     56    7.6                                              
 99790 2016    4   13         6 1015.3   0.00   0.00 -10.2 -999.5     74    3.4                                           
 99790 2016    4   13        12 1011.7 -999.5 -999.5  -8.4 -999.5     76    3.5                                               
 99790 2016    4   13        18 1009.6   0.50 -999.5  -9.2 -999.5     78    5.4                                             
 99790 2016    4   14         0 1009.3 -999.5 -999.5  -9.3 -999.5     76    5.3                                              
 99790 2016    4   14         6 1009.0   0.20   0.70  -8.0 -999.5     58    9.0                                          
 99790 2016    4   14        12 1010.3 -999.5 -999.5  -6.7 -999.5     62    6.9                                               
 99790 2016    4   14        18 1010.9   1.00 -999.5  -6.6 -999.5     70    6.8                                             
 99790 2016    4   15         0 1011.7 -999.5 -999.5  -7.0 -999.5     54    6.8                                              
 99790 2016    4   15         6 1012.0   0.30   1.30  -7.1 -999.5     46    7.3                                          
 99790 2016    4   15        12 1012.6 -999.5 -999.5  -7.9 -999.5     83    3.8                                               
 99790 2016    4   15        18 1012.6   1.60 -999.5 -10.1 -999.5     85    4.8                                              
 99790 2016    4   16         0 1013.2 -999.5 -999.5  -9.2 -999.5    103    3.8                                               
 99790 2016    4   16         6 1013.2   0.00   1.60 -10.0 -999.5     92    5.0                                           
 99790 2016    4   16        12 1013.8 -999.5 -999.5  -6.7 -999.5     70    4.4                                               
 99790 2016    4   16        18 1013.7   0.00 -999.5  -6.6 -999.5     60    6.8                                             
 99790 2016    4   17         0 1013.3 -999.5 -999.5  -6.5 -999.5     39   11.9                                               
 99790 2016    4   17         6 1012.5   0.20   0.20  -6.7 -999.5     46   10.2                                           
 99790 2016    4   17        12 1011.5 -999.5 -999.5  -5.9 -999.5     52   11.0                                                
 99790 2016    4   17        18 1009.9   0.00 -999.5  -6.6 -999.5     55   10.5                                              
 99790 2016    4   18         0 1009.1 -999.5 -999.5  -7.4 -999.5     63    9.1                                              
 99790 2016    4   18         6 1008.1   0.10   0.10  -8.1 -999.5     67    6.6                                          
 99790 2016    4   18        12 1007.7 -999.5 -999.5  -6.3 -999.5     53    5.6                                               
 99790 2016    4   18        18 1006.9   0.70 -999.5  -7.6 -999.5     83    2.4                                             
 99790 2016    4   19         0 1007.2 -999.5 -999.5 -10.7 -999.5     82    3.0                                               
 99790 2016    4   19         6 1008.4   0.10   0.80  -7.0 -999.5    312    9.4                                           
 99790 2016    4   19        12 1010.1 -999.5 -999.5  -6.7 -999.5    310    9.0                                                
 99790 2016    4   19        18 1010.9   0.60 -999.5  -6.5 -999.5    316    9.1                                              
 99790 2016    4   20         0 1011.7 -999.5 -999.5  -6.4 -999.5    322    8.5                                               
 99790 2016    4   20         6 1011.7   0.60   1.20  -6.5 -999.5    318    7.7                                           
 99790 2016    4   20        12 1012.3 -999.5 -999.5  -6.1 -999.5    309    8.0                                                
 99790 2016    4   20        18 1012.5   0.60 -999.5  -6.7 -999.5    324    6.3                                              
 99790 2016    4   21         0 1013.1 -999.5 -999.5  -7.5 -999.5    328    4.7                                               
 99790 2016    4   21         6 1013.5   0.00   0.60  -6.7 -999.5    331    4.8                                           
 99790 2016    4   21        12 1014.3 -999.5 -999.5  -7.0 -999.5     48    6.7                                               
 99790 2016    4   21        18 1013.1   1.70 -999.5  -6.5 -999.5     33   13.2                                              
 99790 2016    4   22         0 1011.8 -999.5 -999.5  -6.8 -999.5     38   15.6                                               
 99790 2016    4   22         6 1011.3   4.90   6.60  -5.4 -999.5     45   13.8                                           
 99790 2016    4   22        12 1010.8 -999.5 -999.5  -3.4 -999.5     43   13.7                                                
 99790 2016    4   22        18 1010.6   1.00 -999.5  -2.7 -999.5     37   12.6                                              
 99790 2016    4   23         0 1010.7 -999.5 -999.5  -2.0 -999.5     53    8.7                                              
 99790 2016    4   23         6 1010.4   0.50   1.50  -0.7 -999.5    101    5.1                                           
 99790 2016    4   23        12 1010.0 -999.5 -999.5  -0.6 -999.5    102    5.4                                                
 99790 2016    4   23        18 1009.7   0.00 -999.5  -2.8 -999.5     85    4.1                                             
 99790 2016    4   24         0 1010.7 -999.5 -999.5  -3.6 -999.5     95    4.5                                              
 99790 2016    4   24         6 1012.7   0.00   0.00  -3.8 -999.5     81    4.4                                          
 99790 2016    4   24        12 1016.1 -999.5 -999.5  -4.2 -999.5     25   10.6                                                
 99790 2016    4   24        18 1018.1   0.60 -999.5  -4.0 -999.5     33   10.6                                              
 99790 2016    4   25         0 1021.0 -999.5 -999.5  -5.2 -999.5     28    8.8                                              
 99790 2016    4   25         6 1022.6   0.00   0.60  -5.8 -999.5     46    6.6                                          
 99790 2016    4   25        12 1025.2 -999.5 -999.5  -4.7 -999.5     72    3.5                                               
 99790 2016    4   25        18 1027.3   0.00 -999.5  -4.9 -999.5     80    2.2                                             
 99790 2016    4   26         0 1029.5 -999.5 -999.5  -5.1 -999.5     88    5.8                                              
 99790 2016    4   26         6 1031.5   0.00   0.00  -4.8 -999.5    109    6.3                                           
 99790 2016    4   26        12 1032.8 -999.5 -999.5  -2.6 -999.5     66    7.1                                               
 99790 2016    4   26        18 1032.3   0.00 -999.5  -3.0 -999.5     57    7.3                                             
 99790 2016    4   27         0 1031.7 -999.5 -999.5  -3.7 -999.5     52    9.5                                              
 99790 2016    4   27         6 1031.3   0.50   0.50  -3.0 -999.5     42   15.8                                           
 99790 2016    4   27        12 1032.2 -999.5 -999.5  -1.5 -999.5     37   12.8                                                
 99790 2016    4   27        18 1031.3   0.00 -999.5  -1.4 -999.5     50   10.4                                              
 99790 2016    4   28         0 1030.3 -999.5 -999.5  -1.8 -999.5     38   10.7                                               
 99790 2016    4   28         6 1028.4   0.20   0.20  -2.6 -999.5     43   10.9                                           
 99790 2016    4   28        12 1028.3 -999.5 -999.5  -0.9 -999.5     61    7.0                                               
 99790 2016    4   28        18 1029.8   0.00 -999.5  -1.8 -999.5     55    3.2                                             
 99790 2016    4   29         0 1032.6 -999.5 -999.5  -5.1 -999.5     94    1.4                                              
 99790 2016    4   29         6 1034.3   0.00   0.00  -2.7 -999.5    182    4.0                                           
 99790 2016    4   29        12 1035.6 -999.5 -999.5  -0.2 -999.5    186    2.9                                                
 99790 2016    4   29        18 1034.2   0.00 -999.5  -0.6 -999.5     52    3.2                                             
 99790 2016    4   30         0 1033.7 -999.5 -999.5  -2.2 -999.5     58    0.4                                              
 99790 2016    4   30         6 1032.0   0.00   0.00  -2.5 -999.5     70    2.2                                          
 99790 2016    4   30        12 1030.5 -999.5 -999.5  -0.6 -999.5    175    2.8                                                
 99790 2016    4   30        18 1026.9   0.00 -999.5  -1.6 -999.5     65    4.3                                             
 99790 2016    5    1         0 1023.8 -999.5 -999.5   1.6 -999.5    176    3.8                                             
 99790 2016    5    1         6 1021.1   0.00   0.00   1.6 -999.5    172    6.1                                         
 99790 2016    5    1        12 1021.3 -999.5 -999.5   1.1 -999.5    190    6.5                                              
 99790 2016    5    1        18 1020.5   0.20 -999.5   0.9 -999.5    192    6.2                                            
 99790 2016    5    2         0 1020.4 -999.5 -999.5   0.5 -999.5    178    5.6                                             
 99790 2016    5    2         6 1019.4   0.00   0.20   0.6 -999.5    178    2.8                                         
 99790 2016    5    2        12 1019.6 -999.5 -999.5   0.4 -999.5    226    2.8                                              
 99790 2016    5    2        18 1018.7   0.00 -999.5   0.2 -999.5    182    1.7                                            
 99790 2016    5    3         0 1019.6 -999.5 -999.5  -0.2 -999.5    178    3.0                                              
 99790 2016    5    3         6 1020.2   0.00   0.00   0.2 -999.5    193    4.6                                         
 99790 2016    5    3        12 1021.9 -999.5 -999.5   0.3 -999.5    198    3.9                                              
 99790 2016    5    3        18 1022.4   0.00 -999.5   0.2 -999.5    181    6.7                                            
 99790 2016    5    4         0 1023.3 -999.5 -999.5  -0.5 -999.5     36    6.0                                             
 99790 2016    5    4         6 1022.7   0.00   0.00  -1.1 -999.5     47    8.5                                         
 99790 2016    5    4        12 1022.1 -999.5 -999.5  -1.0 -999.5     47    9.9                                              
 99790 2016    5    4        18 1020.2   0.00 -999.5  -1.0 -999.5     46   10.0                                             
 99790 2016    5    5         0 1018.4 -999.5 -999.5  -1.1 -999.5     36   11.1                                              
 99790 2016    5    5         6 1017.8   0.00   0.00  -0.7 -999.5     79    8.1                                         
 99790 2016    5    5        12 1018.7 -999.5 -999.5   0.4 -999.5     91    7.5                                             
 99790 2016    5    5        18 1019.3   0.00 -999.5  -0.9 -999.5     90    6.5                                            
 99790 2016    5    6         0 1019.4 -999.5 -999.5  -1.6 -999.5     77    7.6                                             
 99790 2016    5    6         6 1018.3   0.00   0.00  -1.2 -999.5     42   11.7                                          
 99790 2016    5    6        12 1017.8 -999.5 -999.5   0.7 -999.5     43   10.0                                              
 99790 2016    5    6        18 1016.4   0.20 -999.5   1.4 -999.5     77    7.7                                           
 99790 2016    5    7         0 1015.6 -999.5 -999.5   1.4 -999.5     65    7.6                                            
 99790 2016    5    7         6 1014.9   0.30   0.50   0.9 -999.5     54    7.9                                        
 99790 2016    5    7        12 1014.5 -999.5 -999.5   1.5 -999.5     76    6.9                                             
 99790 2016    5    7        18 1012.8   0.30 -999.5   1.8 -999.5     67    6.4                                           
 99790 2016    5    8         0 1012.2 -999.5 -999.5   0.6 -999.5     82    6.9                                            
 99790 2016    5    8         6 1012.2   0.30   0.60  -0.1 -999.5     35    9.9                                         
 99790 2016    5    8        12 1013.3 -999.5 -999.5   0.5 -999.5     47    8.0                                             
 99790 2016    5    8        18 1015.0   0.40 -999.5   1.2 -999.5     45    6.8                                           
 99790 2016    5    9         0 1017.1 -999.5 -999.5   0.6 -999.5    360    1.0                                             
 99790 2016    5    9         6 1018.2   0.00   0.40   0.6 -999.5    186    2.6                                         
 99790 2016    5    9        12 1019.2 -999.5 -999.5   0.4 -999.5    188    2.2                                              
 99790 2016    5    9        18 1019.3   0.30 -999.5   0.5 -999.5    289    3.8                                            
 99790 2016    5   10         0 1018.8 -999.5 -999.5  -0.5 -999.5    313    2.2                                               
 99790 2016    5   10         6 1017.8   0.00   0.30  -0.7 -999.5     55    2.8                                          
 99790 2016    5   10        12 1018.1 -999.5 -999.5   1.5 -999.5      9    1.0                                             
 99790 2016    5   10        18 1016.7   0.00 -999.5   0.3 -999.5     49    5.5                                            
 99790 2016    5   11         0 1014.9 -999.5 -999.5   1.3 -999.5    106    3.8                                              
 99790 2016    5   11         6 1011.4   0.00   0.00   2.2 -999.5     91    8.2                                         
 99790 2016    5   11        12 1007.7 -999.5 -999.5   3.0 -999.5     75   10.7                                               
 99790 2016    5   11        18 1004.2   0.50 -999.5   2.1 -999.5     66   10.7                                             
 99790 2016    5   12         0 1002.1 -999.5 -999.5  -0.7 -999.5     54   19.7                                               
 99790 2016    5   12         6 1001.5   1.10   1.60   1.2 -999.5     49   13.3                                          
 99790 2016    5   12        12 1004.0 -999.5 -999.5   3.2 -999.5     70    7.2                                              
 99790 2016    5   12        18 1006.9   0.30 -999.5   4.4 -999.5     64    5.8                                            
 99790 2016    5   13         0 1009.4 -999.5 -999.5   3.2 -999.5     68    6.5                                             
 99790 2016    5   13         6 1010.1   0.30   0.60   1.2 -999.5     43   13.3                                          
 99790 2016    5   13        12 1011.9 -999.5 -999.5   1.8 -999.5     43   12.2                                               
 99790 2016    5   13        18 1012.0   0.30 -999.5   1.7 -999.5     53   10.0                                             
 99790 2016    5   14         0 1010.9 -999.5 -999.5   1.0 -999.5     49    8.5                                             
 99790 2016    5   14         6 1008.5   0.20   0.50  -0.1 -999.5     43   12.7                                           
 99790 2016    5   14        12 1006.6 -999.5 -999.5   0.5 -999.5     48   11.5                                               
 99790 2016    5   14        18 1003.0   1.00 -999.5   0.0 -999.5     44   11.1                                             
 99790 2016    5   15         0 1000.3 -999.5 -999.5  -0.1 -999.5     52    8.6                                              
 99790 2016    5   15         6  998.3   0.60   1.60   1.0 -999.5     83    2.2                                        
 99790 2016    5   15        12  997.9 -999.5 -999.5   0.3 -999.5     41    5.1                                             
 99790 2016    5   15        18  997.3   0.90 -999.5   0.3 -999.5     32    5.9                                           
 99790 2016    5   16         0  998.1 -999.5 -999.5   0.5 -999.5     49    2.1                                            
 99790 2016    5   16         6  998.4   1.70   2.60   0.2 -999.5     89    1.8                                        
 99790 2016    5   16        12  999.4 -999.5 -999.5   1.2 -999.5    336    2.1                                              
 99790 2016    5   16        18  999.2   3.00 -999.5   0.5 -999.5     41    2.3                                           
 99790 2016    5   17         0  998.8 -999.5 -999.5   0.3 -999.5     56    4.2                                            
 99790 2016    5   17         6  997.2   0.00   3.00   1.2 -999.5     78    6.6                                        
 99790 2016    5   17        12  997.1 -999.5 -999.5   1.4 -999.5     65    6.3                                             
 99790 2016    5   17        18  995.6   0.00 -999.5   0.1 -999.5     69   10.0                                            
 99790 2016    5   18         0  993.9 -999.5 -999.5  -0.3 -999.5     57   11.7                                              
 99790 2016    5   18         6  992.6   0.00   0.00  -0.3 -999.5     54   11.1                                          
 99790 2016    5   18        12  993.0 -999.5 -999.5   0.1 -999.5     46   14.4                                              
 99790 2016    5   18        18  994.5   0.10 -999.5  -0.5 -999.5     49   10.4                                             
 99790 2016    5   19         0  995.2 -999.5 -999.5  -1.9 -999.5     51    8.4                                             
 99790 2016    5   19         6  996.8   0.20   0.30  -1.3 -999.5     52    6.0                                         
 99790 2016    5   19        12  999.5 -999.5 -999.5  -1.7 -999.5     48    6.0                                              
 99790 2016    5   19        18 1001.5   0.00 -999.5  -0.5 -999.5    165    1.5                                              
 99790 2016    5   20         0 1003.6 -999.5 -999.5  -1.5 -999.5    182    2.8                                               
 99790 2016    5   20         6 1005.0   0.00   0.00  -2.0 -999.5    175    5.5                                           
 99790 2016    5   20        12 1007.3 -999.5 -999.5  -0.4 -999.5     56    4.5                                               
 99790 2016    5   20        18 1010.1   0.80 -999.5   0.9 -999.5    309    7.5                                             
 99790 2016    5   21         0 1013.0 -999.5 -999.5   0.5 -999.5    311    1.6                                              
 99790 2016    5   21         6 1013.9   0.60   1.40   0.5 -999.5    174    5.2                                          
 99790 2016    5   21        12 1016.0 -999.5 -999.5   1.4 -999.5    204    7.1                                               
 99790 2016    5   21        18 1017.8   0.10 -999.5   1.0 -999.5    216    5.7                                             
 99790 2016    5   22         0 1019.2 -999.5 -999.5   0.9 -999.5    191    4.8                                              
 99790 2016    5   22         6 1019.3   0.10   0.20   2.0 -999.5    181    3.3                                          
 99790 2016    5   22        12 1018.8 -999.5 -999.5   3.7 -999.5     78    4.1                                              
 99790 2016    5   22        18 1016.3   0.00 -999.5   2.1 -999.5     45   10.0                                             
 99790 2016    5   23         0 1014.7 -999.5 -999.5   1.7 -999.5     46    9.9                                             
 99790 2016    5   23         6 1014.3   0.40   0.40   1.2 -999.5     43    7.7                                         
 99790 2016    5   23        12 1014.8 -999.5 -999.5   2.7 -999.5     36    5.2                                              
 99790 2016    5   23        18 1014.4   0.40 -999.5   2.6 -999.5     49    5.9                                            
 99790 2016    5   24         0 1014.7 -999.5 -999.5   1.9 -999.5     37    5.5                                             
 99790 2016    5   24         6 1014.6   0.00   0.40   1.7 -999.5     33    3.7                                         
 99790 2016    5   24        12 1014.7 -999.5 -999.5   3.5 -999.5    314    2.5                                               
 99790 2016    5   24        18 1014.8   0.00 -999.5   2.8 -999.5    312    2.6                                             
 99790 2016    5   25         0 1015.5 -999.5 -999.5   1.7 -999.5    298    5.3                                              
 99790 2016    5   25         6 1016.5   0.00   0.00   0.9 -999.5    276    4.6                                          
 99790 2016    5   25        12 1017.5 -999.5 -999.5   1.1 -999.5    293    5.3                                               
 99790 2016    5   25        18 1016.9   0.00 -999.5   1.1 -999.5    213    3.5                                             
 99790 2016    5   26         0 1015.3 -999.5 -999.5   1.8 -999.5    132    1.5                                              
 99790 2016    5   26         6 1013.2   0.20   0.20   1.9 -999.5     92    3.9                                         
 99790 2016    5   26        12 1010.9 -999.5 -999.5   2.5 -999.5     93    8.0                                              
 99790 2016    5   26        18 1010.0   1.00 -999.5   3.6 -999.5    170    7.1                                             
 99790 2016    5   27         0 1008.3 -999.5 -999.5   5.0 -999.5    110    1.3                                              
 99790 2016    5   27         6 1003.6   0.10   1.10   5.7 -999.5    160    7.0                                          
 99790 2016    5   27        12 1004.1 -999.5 -999.5   3.7 -999.5    179   12.2                                                
 99790 2016    5   27        18 1005.4   1.40 -999.5   2.0 -999.5    188   10.5                                              
 99790 2016    5   28         0 1005.8 -999.5 -999.5   1.4 -999.5    191   11.2                                               
 99790 2016    5   28         6 1007.7   1.20   2.60   1.5 -999.5 -999.5      x                                           
 99790 2016    5   28        12 1013.8 -999.5 -999.5   2.2 -999.5    254    6.6                                               
 99790 2016    5   28        18 1019.2   0.60 -999.5   1.7 -999.5    274    3.9                                             
 99790 2016    5   29         0 1023.9 -999.5 -999.5   2.4 -999.5    282    2.3                                              
 99790 2016    5   29         6 1027.1   0.00   0.60   2.4 -999.5    277    1.9                                          
 99790 2016    5   29        12 1030.1 -999.5 -999.5   3.8 -999.5    251    2.5                                               
 99790 2016    5   29        18 1031.6   0.00 -999.5   3.2 -999.5    205    2.0                                             
 99790 2016    5   30         0 1031.8 -999.5 -999.5   3.1 -999.5    354    1.1                                              
 99790 2016    5   30         6 1031.0   0.00   0.00   2.9 -999.5    209    3.5                                          
 99790 2016    5   30        12 1029.3 -999.5 -999.5   4.2 -999.5    257    2.2                                               
 99790 2016    5   30        18 1025.9   0.00 -999.5   4.8 -999.5     20    1.2                                            
 99790 2016    5   31         0 1023.2 -999.5 -999.5   3.4 -999.5     70    1.6                                             
 99790 2016    5   31         6 1018.7   0.00   0.00   4.0 -999.5    100    5.8                                          
 99790 2016    5   31        12 1016.4 -999.5 -999.5   2.8 -999.5     34    6.1                                              
 99790 2016    5   31        18 1015.0   4.60 -999.5   3.6 -999.5    168    5.6                                             
 99790 2016    6    1         0 1015.5 -999.5 -999.5   1.7 -999.5    197    5.5                                             
 99790 2016    6    1         6 1016.4   3.80   8.40   2.8 -999.5    173    3.9                                         
 99790 2016    6    1        12 1019.8 -999.5 -999.5   3.8 -999.5    230    2.3                                              
 99790 2016    6    1        18 1021.0   0.10 -999.5   3.1 -999.5    171    3.4                                            
 99790 2016    6    2         0 1020.0 -999.5 -999.5   2.0 -999.5    206    5.6                                             
 99790 2016    6    2         6 1016.5   0.00   0.10   2.9 -999.5    191    5.2                                         
